FirstName,LastName,ProductName,Price,Quantity,TotalPrice,OrderDate
Mehmet,Arslan,Şöbiyet,337.99,6,2027.94,2024-02-23
Ali,Demir,Köy Ekmeği,22.56,7,157.92,2024-08-18
Ayşe,Polat,Revani,61.53,1,61.53,2024-05-11
Serkan,Aydın,Köy Ekmeği,484.02,8,3872.16,2024-04-19
Kemal,Yıldız,Sütlaç,84.92,6,509.52,2024-09-11
Onur,Yılmaz,Çikolatalı Pasta,318.06,5,1590.3,2024-01-02
Serkan,Yılmaz,Sarma,135.69,4,542.76,2024-07-25
Rabia,Öztürk,Kıymalı Börek,218.03,1,218.03,2024-02-28
Hasan,Yılmaz,Kıymalı Börek,490.41,9,4413.69,2024-02-02
Rabia,Tekin,Köy Ekmeği,169.05,3,507.15,2024-06-06
Hasan,Yıldız,Ispanaklı Börek,444.61,5,2223.05,2024-07-31
Serkan,Şahin,Sarma,243.85,9,2194.65,2024-04-28
Yusuf,Koç,Peynirli Börek,481.09,7,3367.63,2024-02-11
Fatma,Özkan,Tam Buğday Ekmeği,30.83,10,308.3,2024-06-15
Ahmet,Tekin,Çavdar Ekmeği,47.41,10,474.1,2024-02-23
Kemal,Özkan,Pastane Kurabiyesi,281.87,5,1409.35,2024-09-24
Aslı,Öztürk,Çikolatalı Pasta,350.6,5,1753.0,2024-06-23
Murat,Arslan,Köy Ekmeği,296.56,1,296.56,2024-02-02
Ali,Aksoy,Tereyağlı Kurabiye,159.94,3,479.82,2024-01-14
Zeynep,Özkan,Peynirli Börek,176.4,3,529.2,2024-05-24
Elif,Özkan,Sütlaç,154.41,8,1235.28,2024-03-03
Serkan,Arslan,Köy Ekmeği,423.4,4,1693.6,2024-01-19
Yusuf,Polat,Tereyağlı Kurabiye,93.37,9,840.33,2024-04-28
Hasan,Yılmaz,Pastane Kurabiyesi,459.12,10,4591.2,2024-05-13
Hatice,Yıldız,Pastane Kurabiyesi,367.78,6,2206.68,2024-08-30
Zeynep,Doğan,Poğaça,378.43,9,3405.87,2024-06-01
Hüseyin,Çelik,Kuru Pasta,392.61,3,1177.83,2024-05-14
Murat,Öztürk,Şöbiyet,97.81,2,195.62,2024-02-26
Serkan,Güneş,Pastane Kurabiyesi,146.5,2,293.0,2024-04-13
Elif,Yavuz,Karamelli Pasta,214.35,3,643.05,2024-08-22
Serkan,Çelik,Revani,33.78,1,33.78,2024-02-12
Ayşe,Öztürk,Kadayıf,454.88,5,2274.4,2024-06-04
Ayşe,Koç,Su Böreği,278.34,9,2505.06,2024-07-22
Ayşe,Kara,Kazandibi,66.41,1,66.41,2024-01-29
Mehmet,Yılmaz,Şöbiyet,493.63,4,1974.52,2024-09-21
Elif,Erdoğan,Patatesli Börek,277.6,3,832.8,2024-03-15
Elif,Çelik,Sarma,190.15,8,1521.2,2024-02-12
Ahmet,Özkan,Ispanaklı Börek,223.34,2,446.68,2024-01-20
Zeynep,Tekin,Tam Buğday Ekmeği,65.36,2,130.72,2024-07-16
Kemal,Yıldız,Simit,57.6,4,230.4,2024-09-27
Selin,Çelik,Sütlaç,66.76,4,267.04,2024-08-20
Hüseyin,Aksoy,Çikolatalı Kurabiye,357.64,1,357.64,2024-02-27
Ahmet,Kara,Çikolatalı Pasta,162.1,6,972.6,2024-03-16
Mehmet,Tekin,Şöbiyet,419.32,4,1677.28,2024-03-02
Hatice,Aydın,Patatesli Börek,403.16,10,4031.6,2024-08-31
Onur,Kara,Simit,124.14,10,1241.4,2024-04-05
Onur,Koç,Poğaça,496.69,4,1986.76,2024-03-07
Rabia,Aydın,Köy Ekmeği,375.2,5,1876.0,2024-09-23
Zeynep,Şahin,Kazandibi,442.28,10,4422.8,2024-05-23
Murat,Demir,Ispanaklı Börek,172.68,10,1726.8,2024-05-17
Fatma,Demir,Yaş Pasta,448.3,3,1344.9,2024-09-02
Yusuf,Kara,Patatesli Börek,317.46,9,2857.14,2024-09-18
Onur,Kılıç,Sütlaç,308.02,8,2464.16,2024-07-23
Selin,Özkan,Çavdar Ekmeği,276.44,7,1935.08,2024-03-10
Cem,Öztürk,Karamelli Pasta,376.44,8,3011.52,2024-06-30
Ayşe,Koç,Patatesli Börek,210.82,4,843.28,2024-06-19
Rabia,Kara,Revani,297.64,2,595.28,2024-08-12
Selin,Aksoy,Simit,36.17,5,180.85,2024-08-18
Serkan,Öztürk,Revani,420.41,4,1681.64,2024-06-01
Hasan,Güneş,Kuru Pasta,37.27,8,298.16,2024-08-21
Cem,Şahin,Simit,391.57,5,1957.85,2024-07-17
Elif,Koç,Revani,91.01,8,728.08,2024-07-30
Elif,Polat,Çavdar Ekmeği,43.19,1,43.19,2024-02-06
Emine,Aksoy,Çavdar Ekmeği,144.68,5,723.4,2024-04-30
Hüseyin,Demir,Peynirli Börek,393.59,9,3542.31,2024-05-21
Selin,Yılmaz,Çavdar Ekmeği,135.79,10,1357.9,2024-09-27
Yusuf,Yılmaz,Çikolatalı Pasta,376.43,4,1505.72,2024-05-13
Zeynep,Polat,Revani,33.2,8,265.6,2024-06-22
Elif,Çelik,Tam Buğday Ekmeği,452.05,4,1808.2,2024-04-24
Hatice,Güneş,Meyveli Pasta,396.96,1,396.96,2024-05-03
Elif,Kara,Kadayıf,312.88,7,2190.16,2024-03-31
Elif,Yılmaz,Poğaça,17.85,7,124.95,2024-04-18
Ali,Aydın,Çikolatalı Kurabiye,260.38,3,781.14,2024-06-11
Ahmet,Taş,Sarma,398.32,2,796.64,2024-06-22
Hasan,Yılmaz,Pastane Kurabiyesi,239.98,10,2399.8,2024-01-14
Murat,Aydın,Çikolatalı Kurabiye,190.29,8,1522.32,2024-01-18
Emine,Taş,Simit,222.61,10,2226.1,2024-02-26
Zeynep,Aydın,Kazandibi,151.62,6,909.72,2024-08-02
Kemal,Aksoy,Simit,48.18,9,433.62,2024-08-07
Cem,Öztürk,Peynirli Börek,304.49,3,913.47,2024-02-03
Ayşe,Demir,Karamelli Pasta,156.36,8,1250.88,2024-04-11
Cem,Çelik,Çikolatalı Pasta,245.08,2,490.16,2024-04-20
Serkan,Çelik,Tereyağlı Kurabiye,117.14,9,1054.26,2024-03-01
Hatice,Yılmaz,Poğaça,350.5,7,2453.5,2024-02-13
Hasan,Özkan,Açma,151.64,8,1213.12,2024-04-22
Ahmet,Şahin,Çikolatalı Kurabiye,317.7,10,3177.0,2024-05-25
Ahmet,Koç,Çavdar Ekmeği,337.58,3,1012.74,2024-08-29
Mehmet,Güneş,Çikolatalı Kurabiye,320.73,2,641.46,2024-06-23
Yusuf,Yılmaz,Çikolatalı Pasta,241.9,5,1209.5,2024-08-22
Ayşe,Aksoy,Kuru Pasta,35.48,8,283.84,2024-08-17
Cem,Demir,Çikolatalı Kurabiye,187.27,1,187.27,2024-06-14
Hatice,Aydın,Simit,311.22,9,2800.98,2024-04-21
Ayşe,Arslan,Çavdar Ekmeği,495.92,5,2479.6,2024-05-18
Zeynep,Demir,Su Böreği,421.43,1,421.43,2024-05-06
Selin,Erdoğan,Patatesli Börek,193.76,7,1356.32,2024-01-15
Selin,Erdoğan,Çikolatalı Pasta,306.97,2,613.94,2024-04-02
Cem,Kılıç,Çikolatalı Pasta,376.06,4,1504.24,2024-03-23
Ali,Özkan,Pastane Kurabiyesi,290.0,3,870.0,2024-01-26
Hüseyin,Aksoy,Patatesli Börek,442.27,3,1326.81,2024-03-30
Cem,Erdoğan,Şöbiyet,168.46,7,1179.22,2024-02-14
Hüseyin,Erdoğan,Kazandibi,135.39,6,812.34,2024-03-07
Ayşe,Arslan,Köy Ekmeği,488.12,1,488.12,2024-03-26
Serkan,Öztürk,Karamelli Pasta,282.46,4,1129.84,2024-07-22
Fatma,Arslan,Poğaça,421.12,5,2105.6,2024-01-10
Hatice,Erdoğan,Kuru Pasta,374.17,10,3741.7,2024-03-21
Onur,Yıldız,Çikolatalı Pasta,491.09,10,4910.9,2024-08-06
Murat,Doğan,Pastane Kurabiyesi,229.89,8,1839.12,2024-01-10
Hasan,Koç,Kuru Pasta,444.31,5,2221.55,2024-05-09
Ayşe,Arslan,Şöbiyet,370.61,9,3335.49,2024-08-16
Selin,Yılmaz,Çikolatalı Pasta,343.48,6,2060.88,2024-01-17
Cem,Aydın,Baklava,439.18,5,2195.9,2024-02-22
Onur,Erdoğan,Yaş Pasta,414.84,3,1244.52,2024-07-29
Hatice,Öztürk,Sarma,217.24,9,1955.16,2024-09-13
Zeynep,Koç,Baklava,264.99,6,1589.94,2024-05-11
Mehmet,Tekin,Yaş Pasta,368.2,5,1841.0,2024-09-24
Elif,Kılıç,Sütlaç,297.72,4,1190.88,2024-02-07
Murat,Tekin,Kuru Pasta,48.79,1,48.79,2024-09-22
Hatice,Şahin,Çikolatalı Pasta,212.03,9,1908.27,2024-07-22
Emine,Demir,Tereyağlı Kurabiye,467.69,10,4676.9,2024-09-07
Yusuf,Güneş,Poğaça,472.31,3,1416.93,2024-03-15
Selin,Yavuz,Köy Ekmeği,327.81,8,2622.48,2024-03-29
Ahmet,Polat,Su Böreği,215.12,6,1290.72,2024-04-11
Ayşe,Demir,Şöbiyet,165.53,10,1655.3,2024-05-22
Hasan,Öztürk,Köy Ekmeği,462.6,5,2313.0,2024-04-07
Ahmet,Aksoy,Simit,169.37,4,677.48,2024-04-07
Ahmet,Güneş,Sarma,348.66,8,2789.28,2024-02-19
Ayşe,Demir,Baklava,396.02,2,792.04,2024-02-19
Kemal,Özkan,Karamelli Pasta,196.07,2,392.14,2024-09-20
Serkan,Yıldız,Yaş Pasta,483.0,7,3381.0,2024-04-24
Fatma,Demir,Patatesli Börek,22.43,7,157.01,2024-07-01
Elif,Aksoy,Poğaça,208.0,10,2080.0,2024-08-09
Elif,Yılmaz,Çavdar Ekmeği,363.55,5,1817.75,2024-01-30
Aslı,Tekin,Çikolatalı Pasta,114.72,7,803.04,2024-03-07
Ayşe,Öztürk,Meyveli Pasta,468.5,9,4216.5,2024-01-12
Kemal,Polat,Simit,350.05,8,2800.4,2024-04-23
Kemal,Şahin,Sütlaç,166.13,10,1661.3,2024-04-25
Yusuf,Tekin,Peynirli Börek,129.89,6,779.34,2024-09-17
Ayşe,Tekin,Kazandibi,469.49,3,1408.47,2024-03-25
Hasan,Demir,Çikolatalı Pasta,155.72,9,1401.48,2024-05-19
Ahmet,Koç,Pastane Kurabiyesi,480.76,8,3846.08,2024-08-29
Ali,Çelik,Çikolatalı Kurabiye,199.13,4,796.52,2024-09-09
Serkan,Aydın,Köy Ekmeği,456.85,3,1370.55,2024-07-13
Hasan,Polat,Peynirli Börek,319.21,7,2234.47,2024-06-01
Emine,Öztürk,Revani,390.9,6,2345.4,2024-04-18
Murat,Polat,Peynirli Börek,355.62,9,3200.58,2024-01-02
Kemal,Tekin,Sarma,315.38,6,1892.28,2024-04-30
Hasan,Yavuz,Çikolatalı Pasta,166.89,8,1335.12,2024-06-10
Serkan,Doğan,Tam Buğday Ekmeği,128.29,1,128.29,2024-02-21
Onur,Yavuz,Kadayıf,38.52,6,231.12,2024-05-03
Elif,Yılmaz,Çavdar Ekmeği,492.16,9,4429.44,2024-03-05
Cem,Çelik,Revani,286.1,6,1716.6,2024-09-04
Ali,Çelik,Su Böreği,318.75,3,956.25,2024-04-06
Onur,Çelik,Kadayıf,473.97,7,3317.79,2024-03-11
Fatma,Çelik,Kadayıf,153.69,9,1383.21,2024-08-14
Elif,Aksoy,Sütlaç,322.9,1,322.9,2024-02-08
Hasan,Yavuz,Peynirli Börek,312.01,4,1248.04,2024-02-08
Fatma,Şahin,Tereyağlı Kurabiye,360.28,9,3242.52,2024-04-15
Fatma,Aksoy,Baklava,333.86,10,3338.6,2024-08-27
Ali,Demir,Simit,116.34,6,698.04,2024-07-31
Serkan,Özkan,Çavdar Ekmeği,46.16,6,276.96,2024-06-15
Zeynep,Özkan,Revani,344.88,10,3448.8,2024-02-14
Fatma,Erdoğan,Peynirli Börek,151.87,7,1063.09,2024-07-19
Rabia,Doğan,Sütlaç,355.34,9,3198.06,2024-01-17
Hatice,Doğan,Patatesli Börek,251.28,8,2010.24,2024-03-18
Ali,Öztürk,Açma,456.98,6,2741.88,2024-05-25
Aslı,Doğan,Yaş Pasta,160.08,8,1280.64,2024-02-20
Hatice,Koç,Su Böreği,475.9,3,1427.7,2024-01-08
Hüseyin,Özkan,Sarma,115.03,4,460.12,2024-08-26
Mehmet,Doğan,Tereyağlı Kurabiye,196.94,9,1772.46,2024-09-22
Hasan,Şahin,Su Böreği,322.03,2,644.06,2024-05-29
Ayşe,Tekin,Sütlaç,475.03,7,3325.21,2024-03-30
Aslı,Yılmaz,Peynirli Börek,296.1,4,1184.4,2024-05-01
Yusuf,Özkan,Kazandibi,194.93,2,389.86,2024-07-14
Aslı,Yılmaz,Kazandibi,420.02,5,2100.1,2024-09-26
Hüseyin,Doğan,Tam Buğday Ekmeği,224.36,10,2243.6,2024-08-11
Murat,Aksoy,Simit,40.5,1,40.5,2024-05-24
Yusuf,Arslan,Kadayıf,226.3,7,1584.1,2024-02-21
Mehmet,Demir,Kazandibi,105.77,3,317.31,2024-02-08
Onur,Arslan,Sütlaç,49.79,5,248.95,2024-01-04
Zeynep,Yılmaz,Açma,162.92,8,1303.36,2024-05-02
Murat,Erdoğan,Kuru Pasta,230.21,9,2071.89,2024-01-29
Elif,Kara,Simit,280.89,6,1685.34,2024-01-10
Serkan,Kılıç,Su Böreği,132.91,6,797.46,2024-04-17
Rabia,Şahin,Tam Buğday Ekmeği,319.95,9,2879.55,2024-02-23
Fatma,Koç,Köy Ekmeği,255.13,10,2551.3,2024-02-24
Elif,Demir,Yaş Pasta,135.75,8,1086.0,2024-06-09
Hüseyin,Şahin,Kadayıf,125.86,3,377.58,2024-04-17
Emine,Kılıç,Yaş Pasta,249.64,9,2246.76,2024-08-12
Murat,Güneş,Simit,20.95,9,188.55,2024-07-08
Hatice,Özkan,Ispanaklı Börek,161.21,10,1612.1,2024-04-04
Zeynep,Arslan,Peynirli Börek,416.69,8,3333.52,2024-02-27
Ali,Aydın,Sütlaç,446.54,9,4018.86,2024-09-05
Rabia,Kara,Sütlaç,301.26,9,2711.34,2024-08-11
Onur,Arslan,Peynirli Börek,303.76,3,911.28,2024-07-01
Zeynep,Özkan,Kadayıf,359.66,7,2517.62,2024-07-13
Emine,Taş,Çikolatalı Pasta,223.49,9,2011.41,2024-01-31
Elif,Doğan,Çikolatalı Pasta,241.95,4,967.8,2024-03-01
Elif,Özkan,Revani,356.19,5,1780.95,2024-08-04
Aslı,Özkan,Pastane Kurabiyesi,35.9,10,359.0,2024-01-06
Kemal,Öztürk,Çikolatalı Kurabiye,92.48,2,184.96,2024-02-25
Cem,Erdoğan,Ispanaklı Börek,239.11,1,239.11,2024-02-10
Zeynep,Demir,Köy Ekmeği,132.0,5,660.0,2024-05-02
Yusuf,Yavuz,Peynirli Börek,293.92,5,1469.6,2024-09-25
Aslı,Koç,Kadayıf,224.64,2,449.28,2024-09-23
Onur,Kara,Meyveli Pasta,431.25,7,3018.75,2024-02-27
Serkan,Koç,Köy Ekmeği,217.59,4,870.36,2024-09-21
Kemal,Doğan,Sarma,69.31,10,693.1,2024-08-29
Serkan,Demir,Meyveli Pasta,213.71,5,1068.55,2024-01-31
Hasan,Erdoğan,Sütlaç,235.48,8,1883.84,2024-08-05
Cem,Yavuz,Simit,189.57,3,568.71,2024-02-29
Kemal,Öztürk,Revani,40.18,8,321.44,2024-01-20
Cem,Kılıç,Açma,152.1,1,152.1,2024-08-27
Murat,Demir,Tereyağlı Kurabiye,464.5,4,1858.0,2024-05-17
Elif,Şahin,Sarma,209.4,5,1047.0,2024-08-28
Fatma,Kara,Patatesli Börek,279.66,2,559.32,2024-01-04
Ahmet,Taş,Kuru Pasta,220.22,2,440.44,2024-06-17
Elif,Polat,Kadayıf,209.3,3,627.9,2024-02-18
Emine,Polat,Meyveli Pasta,251.74,10,2517.4,2024-05-16
Hatice,Aydın,Tam Buğday Ekmeği,468.12,7,3276.84,2024-09-02
Kemal,Arslan,Tereyağlı Kurabiye,284.82,6,1708.92,2024-07-21
Ahmet,Yıldız,Pastane Kurabiyesi,354.23,3,1062.69,2024-02-24
Aslı,Erdoğan,Yaş Pasta,284.21,3,852.63,2024-02-20
Aslı,Taş,Yaş Pasta,315.89,3,947.67,2024-06-09
Hüseyin,Güneş,Sütlaç,265.58,6,1593.48,2024-08-06
Mehmet,Öztürk,Sütlaç,446.17,3,1338.51,2024-07-01
Yusuf,Demir,Çikolatalı Pasta,178.49,2,356.98,2024-02-25
Yusuf,Doğan,Sütlaç,71.54,9,643.86,2024-03-16
Kemal,Yıldız,Tam Buğday Ekmeği,359.12,3,1077.36,2024-08-05
Kemal,Şahin,Revani,244.31,3,732.93,2024-03-21
Zeynep,Koç,Tereyağlı Kurabiye,289.55,1,289.55,2024-09-02
Mehmet,Yıldız,Şöbiyet,46.74,2,93.48,2024-07-16
Serkan,Demir,Açma,174.57,10,1745.7,2024-09-25
Elif,Yıldız,Açma,252.0,6,1512.0,2024-04-14
Hatice,Demir,Ispanaklı Börek,400.77,6,2404.62,2024-02-19
Elif,Öztürk,Peynirli Börek,385.05,8,3080.4,2024-08-23
Mehmet,Şahin,Revani,415.55,9,3739.95,2024-08-30
Aslı,Arslan,Karamelli Pasta,130.27,8,1042.16,2024-02-05
Aslı,Tekin,Baklava,378.79,9,3409.11,2024-07-14
Rabia,Aksoy,Simit,268.33,3,804.99,2024-04-13
Serkan,Çelik,Köy Ekmeği,320.21,4,1280.84,2024-01-12
Mehmet,Çelik,Açma,205.18,2,410.36,2024-08-21
Mehmet,Doğan,Tam Buğday Ekmeği,174.97,4,699.88,2024-06-11
Yusuf,Taş,Kazandibi,425.82,10,4258.2,2024-03-15
Cem,Şahin,Su Böreği,488.07,10,4880.7,2024-02-07
Zeynep,Kara,Pastane Kurabiyesi,330.44,6,1982.64,2024-03-13
Yusuf,Kara,Karamelli Pasta,200.7,1,200.7,2024-09-09
Ayşe,Arslan,Sütlaç,297.47,5,1487.35,2024-01-09
Ali,Yavuz,Revani,319.44,3,958.32,2024-06-30
Aslı,Güneş,Sütlaç,244.93,7,1714.51,2024-08-11
Elif,Öztürk,Köy Ekmeği,363.11,1,363.11,2024-05-23
Emine,Kara,Sarma,21.49,9,193.41,2024-01-30
Emine,Yılmaz,Çavdar Ekmeği,396.62,2,793.24,2024-02-18
Ahmet,Kılıç,Revani,16.57,8,132.56,2024-06-21
Serkan,Çelik,Revani,32.48,3,97.44,2024-06-10
Serkan,Güneş,Simit,225.72,4,902.88,2024-08-06
Murat,Doğan,Çikolatalı Pasta,134.08,10,1340.8,2024-02-12
Ahmet,Taş,Tam Buğday Ekmeği,182.84,8,1462.72,2024-08-16
Mehmet,Erdoğan,Kazandibi,255.58,8,2044.64,2024-02-10
Emine,Güneş,Çavdar Ekmeği,100.93,4,403.72,2024-01-15
Onur,Çelik,Tereyağlı Kurabiye,186.13,6,1116.78,2024-03-21
Kemal,Özkan,Pastane Kurabiyesi,378.44,3,1135.32,2024-09-02
Mehmet,Kılıç,Çikolatalı Pasta,403.16,4,1612.64,2024-01-29
Aslı,Özkan,Tereyağlı Kurabiye,107.72,7,754.04,2024-05-06
Ahmet,Kara,Yaş Pasta,93.37,9,840.33,2024-01-02
Ayşe,Güneş,Su Böreği,159.16,7,1114.12,2024-07-14
Hatice,Erdoğan,Açma,174.73,3,524.19,2024-08-17
Rabia,Tekin,Kazandibi,306.13,9,2755.17,2024-08-08
Mehmet,Çelik,Karamelli Pasta,357.03,7,2499.21,2024-02-27
Onur,Özkan,Kıymalı Börek,241.18,2,482.36,2024-08-26
Selin,Aydın,Simit,275.78,2,551.56,2024-07-05
Aslı,Yıldız,Pastane Kurabiyesi,73.73,3,221.19,2024-03-27
Fatma,Çelik,Peynirli Börek,353.04,5,1765.2,2024-02-29
Mehmet,Tekin,Çavdar Ekmeği,146.24,5,731.2,2024-09-04
Rabia,Taş,Baklava,466.35,9,4197.15,2024-01-10
Onur,Taş,Tereyağlı Kurabiye,208.25,1,208.25,2024-05-08
Serkan,Tekin,Pastane Kurabiyesi,232.08,7,1624.56,2024-03-08
Kemal,Doğan,Revani,402.83,7,2819.81,2024-06-21
Selin,Çelik,Ispanaklı Börek,296.0,5,1480.0,2024-05-18
Serkan,Şahin,Sütlaç,212.17,5,1060.85,2024-02-10
Zeynep,Tekin,Karamelli Pasta,354.21,1,354.21,2024-08-15
Kemal,Yıldız,Patatesli Börek,231.58,3,694.74,2024-04-09
Ayşe,Polat,Meyveli Pasta,129.0,5,645.0,2024-02-08
Ali,Yıldız,Peynirli Börek,494.1,9,4446.9,2024-05-28
Hasan,Tekin,Şöbiyet,70.31,4,281.24,2024-06-24
Murat,Koç,Çikolatalı Pasta,305.26,8,2442.08,2024-07-15
Hüseyin,Yavuz,Ispanaklı Börek,434.49,9,3910.41,2024-01-07
Rabia,Güneş,Karamelli Pasta,373.2,2,746.4,2024-06-20
Mehmet,Erdoğan,Yaş Pasta,112.33,5,561.65,2024-04-28
Kemal,Erdoğan,Yaş Pasta,128.27,1,128.27,2024-07-09
Fatma,Polat,Karamelli Pasta,15.34,1,15.34,2024-09-18
Serkan,Yavuz,Kuru Pasta,434.44,1,434.44,2024-04-01
Emine,Aksoy,Kadayıf,203.46,2,406.92,2024-02-27
Mehmet,Öztürk,Kıymalı Börek,399.45,9,3595.05,2024-09-20
Ahmet,Özkan,Yaş Pasta,256.42,6,1538.52,2024-04-24
Elif,Kara,Kuru Pasta,230.13,2,460.26,2024-07-04
Hüseyin,Aksoy,Ispanaklı Börek,373.64,7,2615.48,2024-09-10
Rabia,Yıldız,Kıymalı Börek,361.15,4,1444.6,2024-05-12
Hatice,Yavuz,Çikolatalı Kurabiye,314.26,6,1885.56,2024-02-06
Hasan,Taş,Kuru Pasta,434.78,6,2608.68,2024-05-30
Hatice,Tekin,Revani,428.7,5,2143.5,2024-06-07
Mehmet,Koç,Karamelli Pasta,49.25,7,344.75,2024-02-23
Hatice,Yavuz,Kuru Pasta,497.1,9,4473.9,2024-07-24
Mehmet,Erdoğan,Poğaça,52.13,6,312.78,2024-05-26
Zeynep,Yıldız,Ispanaklı Börek,20.34,1,20.34,2024-06-01
Yusuf,Arslan,Baklava,299.92,8,2399.36,2024-04-19
Emine,Doğan,Patatesli Börek,465.96,8,3727.68,2024-03-21
Mehmet,Arslan,Çavdar Ekmeği,163.72,6,982.32,2024-01-01
Fatma,Özkan,Kazandibi,34.17,5,170.85,2024-06-28
Yusuf,Kara,Karamelli Pasta,292.55,7,2047.85,2024-02-08
Serkan,Taş,Açma,417.29,9,3755.61,2024-09-04
Ayşe,Doğan,Meyveli Pasta,197.81,3,593.43,2024-01-31
Hüseyin,Erdoğan,Kıymalı Börek,171.48,6,1028.88,2024-01-24
Zeynep,Şahin,Revani,306.2,2,612.4,2024-08-15
Emine,Taş,Şöbiyet,480.69,5,2403.45,2024-08-18
Emine,Tekin,Sarma,283.02,3,849.06,2024-06-14
Onur,Aydın,Kuru Pasta,194.95,4,779.8,2024-02-14
Ahmet,Özkan,Patatesli Börek,370.6,4,1482.4,2024-03-22
Ahmet,Yılmaz,Ispanaklı Börek,317.87,10,3178.7,2024-08-04
Hüseyin,Doğan,Kadayıf,54.49,8,435.92,2024-03-20
Serkan,Koç,Patatesli Börek,270.57,6,1623.42,2024-07-17
Onur,Yavuz,Karamelli Pasta,102.66,3,307.98,2024-02-23
Elif,Yavuz,Simit,111.72,2,223.44,2024-09-24
Ayşe,Öztürk,Yaş Pasta,183.37,6,1100.22,2024-06-25
Yusuf,Yıldız,Peynirli Börek,282.55,6,1695.3,2024-03-09
Serkan,Demir,Köy Ekmeği,50.11,10,501.1,2024-04-17
Serkan,Kara,Köy Ekmeği,496.75,3,1490.25,2024-08-21
Rabia,Aydın,Ispanaklı Börek,256.84,2,513.68,2024-07-21
Aslı,Aydın,Kıymalı Börek,49.26,10,492.6,2024-07-17
Aslı,Demir,Tereyağlı Kurabiye,270.5,1,270.5,2024-06-03
Fatma,Demir,Meyveli Pasta,244.37,5,1221.85,2024-02-21
Ahmet,Aksoy,Su Böreği,464.8,10,4648.0,2024-05-04
Selin,Kılıç,Tam Buğday Ekmeği,45.62,10,456.2,2024-04-18
Fatma,Yılmaz,Çikolatalı Pasta,48.97,10,489.7,2024-01-08
Ayşe,Güneş,Poğaça,442.23,1,442.23,2024-01-22
Rabia,Arslan,Kadayıf,393.66,6,2361.96,2024-09-07
Fatma,Yılmaz,Çikolatalı Pasta,99.53,4,398.12,2024-01-14
Yusuf,Tekin,Tereyağlı Kurabiye,162.64,8,1301.12,2024-08-05
Cem,Yavuz,Patatesli Börek,100.25,8,802.0,2024-02-24
Cem,Yıldız,Kuru Pasta,23.68,5,118.4,2024-08-04
Ali,Öztürk,Patatesli Börek,90.54,5,452.7,2024-01-01
Hatice,Yılmaz,Tam Buğday Ekmeği,325.05,10,3250.5,2024-02-03
Zeynep,Arslan,Poğaça,205.97,6,1235.82,2024-03-30
Hatice,Özkan,Ispanaklı Börek,216.07,9,1944.63,2024-06-09
Serkan,Yavuz,Tereyağlı Kurabiye,328.21,7,2297.47,2024-01-02
Zeynep,Kara,Şöbiyet,454.77,1,454.77,2024-04-15
Serkan,Aydın,Su Böreği,43.37,8,346.96,2024-04-22
Onur,Demir,Revani,337.58,5,1687.9,2024-06-08
Onur,Polat,Revani,270.55,8,2164.4,2024-05-01
Zeynep,Yıldız,Kazandibi,102.7,7,718.9,2024-08-11
Onur,Polat,Kuru Pasta,92.79,2,185.58,2024-08-03
Mehmet,Erdoğan,Kazandibi,142.61,1,142.61,2024-01-11
Hüseyin,Öztürk,Baklava,181.09,2,362.18,2024-04-03
Yusuf,Çelik,Kadayıf,253.9,5,1269.5,2024-08-13
Ayşe,Demir,Köy Ekmeği,133.21,3,399.63,2024-01-04
Serkan,Yılmaz,Sarma,200.29,1,200.29,2024-02-16
Ali,Güneş,Karamelli Pasta,29.88,3,89.64,2024-08-01
Murat,Aksoy,Çikolatalı Kurabiye,245.8,6,1474.8,2024-04-03
Elif,Tekin,Poğaça,382.16,7,2675.12,2024-07-08
Hasan,Şahin,Tereyağlı Kurabiye,48.59,7,340.13,2024-05-26
Elif,Erdoğan,Tam Buğday Ekmeği,202.76,3,608.28,2024-09-17
Elif,Aydın,Kıymalı Börek,227.23,6,1363.38,2024-05-01
Serkan,Koç,Ispanaklı Börek,490.75,3,1472.25,2024-03-12
Selin,Polat,Kıymalı Börek,280.46,7,1963.22,2024-05-08
Selin,Koç,Kıymalı Börek,226.05,1,226.05,2024-01-12
Serkan,Taş,Tam Buğday Ekmeği,370.51,9,3334.59,2024-06-13
Elif,Yılmaz,Sarma,433.58,3,1300.74,2024-04-22
Onur,Doğan,Sütlaç,152.75,9,1374.75,2024-01-10
Selin,Yılmaz,Pastane Kurabiyesi,146.56,3,439.68,2024-09-01
Rabia,Koç,Peynirli Börek,81.22,10,812.2,2024-08-18
Fatma,Demir,Baklava,287.67,4,1150.68,2024-04-19
Serkan,Taş,Açma,260.87,1,260.87,2024-04-30
Hüseyin,Doğan,Kadayıf,226.07,3,678.21,2024-03-26
Ahmet,Aydın,Tam Buğday Ekmeği,346.15,5,1730.75,2024-01-20
Rabia,Yıldız,Şöbiyet,62.01,1,62.01,2024-05-06
Serkan,Erdoğan,Peynirli Börek,328.7,3,986.1,2024-05-30
Fatma,Yıldız,Kazandibi,372.25,6,2233.5,2024-04-26
Aslı,Erdoğan,Poğaça,122.43,2,244.86,2024-06-21
Fatma,Aksoy,Meyveli Pasta,376.55,8,3012.4,2024-02-14
Rabia,Kılıç,Revani,116.26,7,813.82,2024-06-03
Elif,Güneş,Tam Buğday Ekmeği,363.79,9,3274.11,2024-05-09
