Id,FirstName,LastName,ProductName,Price,Quantity,TotalPrice,OrderDate
20967,Fatma,Yıldız,Ispanaklı Börek,253.21,3,759.63,2025-01-28 03:00:00+03
20968,Fatma,Doğan,Kıymalı Börek,452.17,6,2713.02,2025-08-14 03:00:00+03
20969,Ahmet,Kılıç,Açma,479.4,2,958.8,2025-07-18 03:00:00+03
20970,Murat,Kılıç,Kıymalı Börek,397.57,1,397.57,2025-06-26 03:00:00+03
20971,Fatma,Aksoy,Karamelli Pasta,327.76,1,327.76,2025-07-13 03:00:00+03
20972,Hüseyin,Özkan,Sütlaç,38.53,10,385.3,2025-04-07 03:00:00+03
20973,Ahmet,Yıldız,Patatesli Börek,230.02,6,1380.12,2025-04-29 03:00:00+03
20974,Cem,Yıldız,Poğaça,194.17,10,1941.7,2025-09-21 03:00:00+03
20976,Hasan,Yılmaz,Köy Ekmeği,127.52,7,892.64,2025-04-14 03:00:00+03
20977,Ali,Taş,Sarma,185.86,9,1672.74,2025-03-01 03:00:00+03
20979,Hasan,Kara,Revani,441.69,5,2208.45,2025-05-03 03:00:00+03
20980,Hüseyin,Çelik,Köy Ekmeği,134.49,9,1210.41,2025-01-03 03:00:00+03
20981,Murat,Aksoy,Çavdar Ekmeği,220.33,4,881.32,2025-03-03 03:00:00+03
20982,Selin,Güneş,Ispanaklı Börek,244.91,1,244.91,2025-08-16 03:00:00+03
20983,Serkan,Öztürk,Kıymalı Börek,316.53,6,1899.18,2025-05-16 03:00:00+03
20984,Onur,Şahin,Çikolatalı Kurabiye,320.09,7,2240.63,2025-08-29 03:00:00+03
20985,Hatice,Arslan,Su Böreği,278.13,7,1946.91,2025-05-13 03:00:00+03
20986,Selin,Taş,Kazandibi,363.8,3,1091.4,2025-04-04 03:00:00+03
20987,Elif,Tekin,Su Böreği,100.46,10,1004.6,2025-03-01 03:00:00+03
20988,Rabia,Tekin,Poğaça,360.53,10,3605.3,2025-03-21 03:00:00+03
20989,Fatma,Arslan,Çikolatalı Pasta,423.77,8,3390.16,2025-04-14 03:00:00+03
20990,Hatice,Aydın,Çavdar Ekmeği,347.56,1,347.56,2025-09-10 03:00:00+03
20991,Hasan,Yılmaz,Poğaça,352.34,2,704.68,2025-09-24 03:00:00+03
20995,Mehmet,Tekin,Şöbiyet,272.92,2,545.84,2025-03-14 03:00:00+03
20996,Aslı,Arslan,Şöbiyet,190.24,6,1141.44,2025-08-08 03:00:00+03
20997,Hasan,Şahin,Su Böreği,335.5,3,1006.5,2025-04-10 03:00:00+03
20910,Mehmet,Şahin,Poğaça,435.59,6,2613.54,2025-05-13 03:00:00+03
20912,Rabia,Arslan,Çikolatalı Kurabiye,313.8,5,1569.0,2025-05-13 03:00:00+03
20925,Fatma,Yavuz,Kazandibi,291.34,2,582.68,2025-05-13 03:00:00+03
20939,Hatice,Taş,Karamelli Pasta,401.94,10,4019.4,2025-05-13 03:00:00+03
20945,Mehmet,Yılmaz,Karamelli Pasta,488.47,10,4884.7,2025-05-13 03:00:00+03
20946,Mehmet,Doğan,Sütlaç,408.78,9,3679.02,2025-05-13 03:00:00+03
20951,Rabia,Çelik,Revani,414.41,2,828.82,2025-05-13 03:00:00+03
21001,Hatice,Aksoy,Baklava,381.01,6,2286.06,2025-04-29 03:00:00+03
21002,Elif,Şahin,Peynirli Börek,262.07,7,1834.49,2025-06-05 03:00:00+03
21003,Zeynep,Polat,Köy Ekmeği,65.47,1,65.47,2025-09-28 03:00:00+03
21004,Kemal,Kara,Poğaça,153.14,5,765.7,2025-02-04 03:00:00+03
21005,Aslı,Kara,Revani,476.07,9,4284.63,2025-07-24 03:00:00+03
21006,Ayşe,Koç,Ispanaklı Börek,411.96,8,3295.68,2025-06-29 03:00:00+03
21007,Selin,Koç,Sütlaç,362.25,4,1449.0,2025-02-23 03:00:00+03
21008,Hasan,Yıldız,Çikolatalı Kurabiye,146.38,1,146.38,2025-07-11 03:00:00+03
21009,Aslı,Kara,Poğaça,328.07,2,656.14,2025-06-09 03:00:00+03
21010,Zeynep,Kara,Çikolatalı Kurabiye,307.69,10,3076.9,2025-04-03 03:00:00+03
21011,Aslı,Aksoy,Patatesli Börek,117.95,8,943.6,2025-04-16 03:00:00+03
21012,Elif,Öztürk,Ispanaklı Börek,348.79,1,348.79,2025-08-07 03:00:00+03
21013,Hüseyin,Aksoy,Ispanaklı Börek,216.33,8,1730.64,2025-04-09 03:00:00+03
21014,Fatma,Güneş,Sarma,147.0,9,1323.0,2025-08-21 03:00:00+03
21015,Fatma,Tekin,Kıymalı Börek,88.33,3,264.99,2025-07-26 03:00:00+03
21016,Ahmet,Yavuz,Baklava,458.42,9,4125.78,2025-01-10 03:00:00+03
21017,Ali,Erdoğan,Yaş Pasta,251.7,7,1761.9,2025-04-26 03:00:00+03
21018,Onur,Güneş,Baklava,410.57,5,2052.85,2025-04-02 03:00:00+03
21019,Serkan,Şahin,Revani,412.88,8,3303.04,2025-08-27 03:00:00+03
21020,Yusuf,Koç,Çikolatalı Kurabiye,283.14,9,2548.26,2025-01-19 03:00:00+03
21021,Hatice,Tekin,Poğaça,334.45,2,668.9,2025-06-05 03:00:00+03
21022,Murat,Taş,Çavdar Ekmeği,497.9,6,2987.4,2025-07-05 03:00:00+03
21023,Yusuf,Kara,Meyveli Pasta,329.71,4,1318.84,2025-04-28 03:00:00+03
21024,Elif,Güneş,Şöbiyet,165.5,10,1655.0,2025-01-15 03:00:00+03
21025,Ahmet,Kara,Simit,60.0,1,60.0,2025-07-01 03:00:00+03
21026,Hatice,Koç,Kadayıf,360.73,5,1803.65,2025-03-01 03:00:00+03
21027,Emine,Yıldız,Sütlaç,130.35,9,1173.15,2025-08-31 03:00:00+03
21028,Hatice,Öztürk,Çavdar Ekmeği,433.84,6,2603.04,2025-04-28 03:00:00+03
21029,Selin,Öztürk,Baklava,86.34,5,431.7,2025-09-11 03:00:00+03
21030,Aslı,Aksoy,Köy Ekmeği,185.79,7,1300.53,2025-04-14 03:00:00+03
21031,Ayşe,Şahin,Çavdar Ekmeği,376.02,3,1128.06,2025-08-22 03:00:00+03
21032,Aslı,Yılmaz,Kazandibi,25.16,2,50.32,2025-01-02 03:00:00+03
21033,Yusuf,Yavuz,Meyveli Pasta,65.5,10,655.0,2025-05-25 03:00:00+03
21034,Cem,Doğan,Kazandibi,229.52,9,2065.68,2025-05-04 03:00:00+03
21035,Zeynep,Kara,Peynirli Börek,458.63,2,917.26,2025-06-05 03:00:00+03
21036,Kemal,Şahin,Şöbiyet,435.7,5,2178.5,2025-05-06 03:00:00+03
21037,Emine,Erdoğan,Kıymalı Börek,149.39,7,1045.73,2025-01-22 03:00:00+03
21038,Onur,Aydın,Meyveli Pasta,384.62,10,3846.2,2025-08-24 03:00:00+03
21039,Ahmet,Polat,Simit,473.04,5,2365.2,2025-06-07 03:00:00+03
21040,Serkan,Demir,Revani,474.03,4,1896.12,2025-05-08 03:00:00+03
21041,Yusuf,Kılıç,Açma,257.65,7,1803.55,2025-02-25 03:00:00+03
21042,Onur,Erdoğan,Kuru Pasta,202.62,9,1823.58,2025-01-27 03:00:00+03
21043,Hasan,Erdoğan,Karamelli Pasta,410.41,4,1641.64,2025-04-02 03:00:00+03
21044,Cem,Taş,Tam Buğday Ekmeği,370.51,10,3705.1,2025-01-25 03:00:00+03
21045,Ali,Polat,Pastane Kurabiyesi,211.55,2,423.1,2025-07-24 03:00:00+03
21046,Hasan,Güneş,Karamelli Pasta,56.42,10,564.2,2025-04-29 03:00:00+03
21047,Elif,Kılıç,Simit,224.41,10,2244.1,2025-05-31 03:00:00+03
21048,Murat,Kılıç,Kıymalı Börek,73.04,7,511.28,2025-05-25 03:00:00+03
21049,Emine,Polat,Ispanaklı Börek,227.82,2,455.64,2025-03-01 03:00:00+03
21050,Aslı,Öztürk,Karamelli Pasta,376.33,9,3386.97,2025-06-22 03:00:00+03
21051,Zeynep,Yılmaz,Baklava,72.02,6,432.12,2025-03-20 03:00:00+03
21052,Murat,Taş,Meyveli Pasta,238.52,9,2146.68,2025-09-17 03:00:00+03
21053,Ali,Kara,Meyveli Pasta,96.28,7,673.96,2025-05-11 03:00:00+03
21054,Onur,Özkan,Simit,282.05,4,1128.2,2025-08-18 03:00:00+03
21055,Yusuf,Tekin,Ispanaklı Börek,51.55,7,360.85,2025-04-05 03:00:00+03
21056,Serkan,Kara,Patatesli Börek,322.17,1,322.17,2025-03-18 03:00:00+03
21057,Ali,Yavuz,Simit,354.22,7,2479.54,2025-06-15 03:00:00+03
21058,Cem,Güneş,Baklava,197.66,4,790.64,2025-09-07 03:00:00+03
21059,Selin,Demir,Şöbiyet,271.86,4,1087.44,2025-01-04 03:00:00+03
21060,Serkan,Arslan,Tam Buğday Ekmeği,302.98,9,2726.82,2025-08-02 03:00:00+03
21061,Hatice,Yılmaz,Çikolatalı Kurabiye,132.91,3,398.73,2025-01-05 03:00:00+03
21062,Emine,Demir,Simit,50.31,3,150.93,2025-06-02 03:00:00+03
21063,Murat,Kara,Köy Ekmeği,192.96,4,771.84,2025-06-25 03:00:00+03
21064,Yusuf,Öztürk,Kadayıf,474.28,4,1897.12,2025-02-28 03:00:00+03
21065,Yusuf,Kılıç,Kazandibi,356.41,7,2494.87,2025-07-15 03:00:00+03
21066,Murat,Demir,Şöbiyet,184.41,1,184.41,2025-04-13 03:00:00+03
21067,Ayşe,Yavuz,Sarma,397.52,2,795.04,2025-07-24 03:00:00+03
21068,Ahmet,Şahin,Baklava,59.96,5,299.8,2025-09-28 03:00:00+03
21069,Emine,Güneş,Pastane Kurabiyesi,113.91,8,911.28,2025-02-28 03:00:00+03
21070,Cem,Demir,Çavdar Ekmeği,489.97,3,1469.91,2025-02-27 03:00:00+03
21071,Hüseyin,Demir,Kuru Pasta,143.91,1,143.91,2025-04-21 03:00:00+03
21072,Ahmet,Aksoy,Pastane Kurabiyesi,91.88,1,91.88,2025-04-06 03:00:00+03
21073,Mehmet,Koç,Yaş Pasta,223.76,2,447.52,2025-06-19 03:00:00+03
21074,Selin,Aksoy,Baklava,152.92,6,917.52,2025-01-14 03:00:00+03
21075,Ayşe,Aksoy,Sarma,102.05,2,204.1,2025-07-04 03:00:00+03
21076,Cem,Kılıç,Kadayıf,388.69,5,1943.45,2025-03-20 03:00:00+03
21077,Hasan,Kara,Patatesli Börek,98.5,9,886.5,2025-01-19 03:00:00+03
21078,Selin,Erdoğan,Tereyağlı Kurabiye,383.76,7,2686.32,2025-05-16 03:00:00+03
21079,Elif,Polat,Açma,276.22,10,2762.2,2025-07-20 03:00:00+03
21080,Rabia,Özkan,Köy Ekmeği,109.15,10,1091.5,2025-08-24 03:00:00+03
21081,Hüseyin,Aydın,Çikolatalı Pasta,191.58,2,383.16,2025-04-20 03:00:00+03
21082,Ayşe,Taş,Baklava,44.4,6,266.4,2025-09-29 03:00:00+03
21083,Cem,Demir,Pastane Kurabiyesi,383.75,8,3070.0,2025-03-20 03:00:00+03
21084,Aslı,Erdoğan,Baklava,455.4,6,2732.4,2025-04-10 03:00:00+03
21085,Hasan,Aydın,Ispanaklı Börek,233.47,3,700.41,2025-01-29 03:00:00+03
21086,Ali,Demir,Kuru Pasta,34.76,7,243.32,2025-09-09 03:00:00+03
21087,Aslı,Tekin,Çikolatalı Kurabiye,64.0,10,640.0,2025-07-27 03:00:00+03
21088,Hatice,Polat,Sarma,392.99,7,2750.93,2025-03-05 03:00:00+03
21089,Cem,Yıldız,Köy Ekmeği,171.9,3,515.7,2025-08-01 03:00:00+03
21090,Cem,Aksoy,Revani,343.38,2,686.76,2025-01-27 03:00:00+03
21091,Hatice,Doğan,Sarma,289.27,4,1157.08,2025-08-02 03:00:00+03
21092,Selin,Polat,Çikolatalı Kurabiye,41.74,9,375.66,2025-07-25 03:00:00+03
21093,Elif,Kılıç,Simit,325.85,6,1955.1,2025-06-01 03:00:00+03
21094,Zeynep,Yavuz,Sütlaç,149.26,2,298.52,2025-07-24 03:00:00+03
21095,Ayşe,Şahin,Çikolatalı Pasta,310.43,4,1241.72,2025-05-17 03:00:00+03
21096,Ali,Yavuz,Çavdar Ekmeği,405.58,2,811.16,2025-04-24 03:00:00+03
21097,Ahmet,Güneş,Sarma,135.06,5,675.3,2025-04-23 03:00:00+03
21098,Zeynep,Çelik,Açma,300.91,3,902.73,2025-05-27 03:00:00+03
21099,Hatice,Şahin,Sarma,183.44,10,1834.4,2025-07-31 03:00:00+03
21100,Selin,Yavuz,Sütlaç,301.58,1,301.58,2025-04-12 03:00:00+03
21101,Zeynep,Demir,Kıymalı Börek,267.98,8,2143.84,2025-07-01 03:00:00+03
21103,Mehmet,Aydın,Kadayıf,51.78,4,207.12,2025-02-25 03:00:00+03
21104,Hasan,Aksoy,Baklava,200.87,9,1807.83,2025-03-27 03:00:00+03
21105,Zeynep,Polat,Sütlaç,289.88,7,2029.16,2025-03-21 03:00:00+03
21106,Yusuf,Taş,Kıymalı Börek,381.44,2,762.88,2025-02-18 03:00:00+03
21107,Cem,Doğan,Tam Buğday Ekmeği,206.94,2,413.88,2025-03-29 03:00:00+03
21108,Cem,Aksoy,Meyveli Pasta,301.94,9,2717.46,2025-09-30 03:00:00+03
21109,Mehmet,Özkan,Kuru Pasta,353.9,5,1769.5,2025-06-30 03:00:00+03
21110,Cem,Demir,Kadayıf,149.13,2,298.26,2025-05-21 03:00:00+03
21111,Emine,Özkan,Simit,87.16,1,87.16,2025-03-21 03:00:00+03
21112,Hasan,Güneş,Kadayıf,181.39,8,1451.12,2025-05-29 03:00:00+03
21113,Hüseyin,Kılıç,Çavdar Ekmeği,150.19,10,1501.9,2025-05-22 03:00:00+03
21114,Aslı,Taş,Kadayıf,489.26,2,978.52,2025-03-01 03:00:00+03
21115,Fatma,Taş,Ispanaklı Börek,145.62,8,1164.96,2025-09-29 03:00:00+03
21116,Zeynep,Yıldız,Köy Ekmeği,410.93,3,1232.79,2025-08-22 03:00:00+03
21117,Ayşe,Çelik,Pastane Kurabiyesi,282.92,2,565.84,2025-01-25 03:00:00+03
21118,Rabia,Güneş,Ispanaklı Börek,116.77,7,817.39,2025-04-27 03:00:00+03
21119,Aslı,Özkan,Kıymalı Börek,335.4,3,1006.2,2025-07-19 03:00:00+03
21120,Ali,Arslan,Şöbiyet,444.79,5,2223.95,2025-03-13 03:00:00+03
21121,Elif,Yavuz,Çikolatalı Pasta,269.34,9,2424.06,2025-05-07 03:00:00+03
21122,Ahmet,Polat,Revani,361.89,5,1809.45,2025-07-04 03:00:00+03
21123,Fatma,Özkan,Çikolatalı Pasta,142.07,5,710.35,2025-05-16 03:00:00+03
21124,Selin,Aydın,Şöbiyet,84.58,10,845.8,2025-03-24 03:00:00+03
21125,Kemal,Kara,Sütlaç,491.66,6,2949.96,2025-08-27 03:00:00+03
21126,Rabia,Taş,Köy Ekmeği,226.78,4,907.12,2025-03-16 03:00:00+03
21127,Hatice,Öztürk,Pastane Kurabiyesi,224.0,7,1568.0,2025-06-18 03:00:00+03
21128,Cem,Yılmaz,Su Böreği,376.13,7,2632.91,2025-02-13 03:00:00+03
21129,Aslı,Arslan,Çikolatalı Kurabiye,327.92,5,1639.6,2025-05-13 03:00:00+03
21130,Aslı,Öztürk,Karamelli Pasta,211.75,8,1694.0,2025-04-27 03:00:00+03
21131,Rabia,Aydın,Revani,286.12,3,858.36,2025-01-20 03:00:00+03
21132,Hüseyin,Kılıç,Çikolatalı Pasta,377.64,2,755.28,2025-05-04 03:00:00+03
21133,Cem,Kılıç,Peynirli Börek,304.85,8,2438.8,2025-06-02 03:00:00+03
21134,Hüseyin,Taş,Poğaça,94.06,2,188.12,2025-05-19 03:00:00+03
21135,Aslı,Demir,Açma,196.84,7,1377.88,2025-01-02 03:00:00+03
21136,Rabia,Doğan,Şöbiyet,173.45,6,1040.7,2025-08-29 03:00:00+03
21137,Murat,Erdoğan,Poğaça,392.52,1,392.52,2025-05-05 03:00:00+03
21138,Yusuf,Arslan,Meyveli Pasta,121.34,8,970.72,2025-07-03 03:00:00+03
21139,Mehmet,Doğan,Yaş Pasta,412.97,2,825.94,2025-04-27 03:00:00+03
21140,Murat,Aksoy,Şöbiyet,246.92,8,1975.36,2025-03-30 03:00:00+03
21141,Yusuf,Özkan,Karamelli Pasta,96.79,4,387.16,2025-06-30 03:00:00+03
21142,Selin,Arslan,Kıymalı Börek,60.01,6,360.06,2025-06-12 03:00:00+03
21143,Cem,Doğan,Poğaça,114.35,1,114.35,2025-04-06 03:00:00+03
21144,Aslı,Polat,Çikolatalı Kurabiye,108.48,7,759.36,2025-03-26 03:00:00+03
21145,Ayşe,Kılıç,Karamelli Pasta,20.78,2,41.56,2025-01-30 03:00:00+03
21146,Kemal,Güneş,Kazandibi,80.88,9,727.92,2025-09-27 03:00:00+03
21147,Hüseyin,Erdoğan,Sütlaç,316.06,9,2844.54,2025-01-14 03:00:00+03
21148,Kemal,Aydın,Patatesli Börek,254.92,2,509.84,2025-02-28 03:00:00+03
21149,Emine,Güneş,Kazandibi,388.36,3,1165.08,2025-07-27 03:00:00+03
21150,Hatice,Kılıç,Poğaça,472.92,9,4256.28,2025-08-23 03:00:00+03
21151,Mehmet,Güneş,Karamelli Pasta,399.52,9,3595.68,2025-01-24 03:00:00+03
21152,Hüseyin,Aksoy,Yaş Pasta,86.68,3,260.04,2025-04-10 03:00:00+03
21153,Ayşe,Aydın,Çikolatalı Pasta,231.53,4,926.12,2025-03-15 03:00:00+03
21154,Ayşe,Öztürk,Köy Ekmeği,83.29,10,832.9,2025-08-23 03:00:00+03
21155,Cem,Kılıç,Tam Buğday Ekmeği,360.78,9,3247.02,2025-08-01 03:00:00+03
21156,Emine,Polat,Şöbiyet,494.66,5,2473.3,2025-02-25 03:00:00+03
21157,Ahmet,Erdoğan,Yaş Pasta,400.51,5,2002.55,2025-02-28 03:00:00+03
21158,Cem,Aksoy,Poğaça,147.43,3,442.29,2025-06-10 03:00:00+03
21159,Ahmet,Arslan,Pastane Kurabiyesi,314.23,1,314.23,2025-03-30 03:00:00+03
21160,Emine,Yılmaz,Açma,262.66,4,1050.64,2025-04-17 03:00:00+03
21161,Mehmet,Doğan,Simit,374.81,2,749.62,2025-04-15 03:00:00+03
21162,Mehmet,Demir,Revani,294.46,10,2944.6,2025-04-21 03:00:00+03
21163,Kemal,Aydın,Kadayıf,480.79,6,2884.74,2025-04-03 03:00:00+03
21164,Selin,Yılmaz,Baklava,233.84,10,2338.4,2025-06-23 03:00:00+03
21165,Mehmet,Güneş,Kıymalı Börek,425.44,2,850.88,2025-05-17 03:00:00+03
21166,Cem,Erdoğan,Kazandibi,476.78,9,4291.02,2025-09-01 03:00:00+03
21167,Ayşe,Demir,Köy Ekmeği,267.26,5,1336.3,2025-06-17 03:00:00+03
21168,Yusuf,Çelik,Açma,356.65,3,1069.95,2025-03-23 03:00:00+03
21169,Onur,Koç,Ispanaklı Börek,215.2,3,645.6,2025-05-15 03:00:00+03
21170,Ayşe,Arslan,Su Böreği,385.74,7,2700.18,2025-07-13 03:00:00+03
21171,Onur,Yılmaz,Revani,402.01,1,402.01,2025-01-19 03:00:00+03
21172,Ali,Taş,Pastane Kurabiyesi,413.7,1,413.7,2025-07-17 03:00:00+03
21173,Elif,Özkan,Çikolatalı Kurabiye,279.37,1,279.37,2025-03-09 03:00:00+03
21174,Hüseyin,Yavuz,Poğaça,81.64,3,244.92,2025-08-24 03:00:00+03
21175,Zeynep,Taş,Su Böreği,189.28,5,946.4,2025-09-23 03:00:00+03
21176,Ayşe,Erdoğan,Şöbiyet,279.12,2,558.24,2025-05-29 03:00:00+03
21177,Onur,Güneş,Meyveli Pasta,289.8,10,2898.0,2025-09-12 03:00:00+03
21178,Murat,Polat,Poğaça,379.34,6,2276.04,2025-03-15 03:00:00+03
21179,Cem,Aydın,Çavdar Ekmeği,246.77,4,987.08,2025-07-14 03:00:00+03
21180,Selin,Çelik,Karamelli Pasta,294.13,10,2941.3,2025-09-29 03:00:00+03
21181,Ayşe,Kılıç,Baklava,70.05,9,630.45,2025-08-07 03:00:00+03
21182,Kemal,Tekin,Karamelli Pasta,229.22,1,229.22,2025-04-02 03:00:00+03
21183,Aslı,Arslan,Çikolatalı Pasta,449.25,5,2246.25,2025-08-10 03:00:00+03
21184,Hüseyin,Yılmaz,Yaş Pasta,337.05,5,1685.25,2025-07-20 03:00:00+03
21185,Murat,Aksoy,Tereyağlı Kurabiye,345.48,6,2072.88,2025-02-24 03:00:00+03
21186,Ali,Polat,Kazandibi,460.05,6,2760.3,2025-09-03 03:00:00+03
21187,Ayşe,Polat,Simit,26.97,7,188.79,2025-05-20 03:00:00+03
21188,Yusuf,Aydın,Sütlaç,214.87,6,1289.22,2025-02-25 03:00:00+03
21189,Yusuf,Aksoy,Köy Ekmeği,264.16,6,1584.96,2025-05-12 03:00:00+03
21190,Mehmet,Koç,Kazandibi,469.52,7,3286.64,2025-01-16 03:00:00+03
21191,Murat,Koç,Tam Buğday Ekmeği,417.39,5,2086.95,2025-05-21 03:00:00+03
21192,Aslı,Koç,Meyveli Pasta,299.52,5,1497.6,2025-01-22 03:00:00+03
21193,Onur,Arslan,Çikolatalı Pasta,122.3,4,489.2,2025-08-09 03:00:00+03
21194,Cem,Çelik,Tereyağlı Kurabiye,183.28,8,1466.24,2025-05-18 03:00:00+03
21195,Ayşe,Güneş,Meyveli Pasta,124.84,7,873.88,2025-04-23 03:00:00+03
21196,Mehmet,Öztürk,Sütlaç,307.7,6,1846.2,2025-09-01 03:00:00+03
21197,Aslı,Aksoy,Tam Buğday Ekmeği,385.12,6,2310.72,2025-08-30 03:00:00+03
21198,Hasan,Yılmaz,Sütlaç,28.77,9,258.93,2025-03-02 03:00:00+03
21199,Hatice,Doğan,Peynirli Börek,198.95,9,1790.55,2025-07-13 03:00:00+03
21200,Selin,Aksoy,Peynirli Börek,49.47,6,296.82,2025-05-09 03:00:00+03
21201,Rabia,Yılmaz,Çikolatalı Kurabiye,393.37,2,786.74,2025-06-06 03:00:00+03
21202,Murat,Kara,Karamelli Pasta,36.95,9,332.55,2025-08-08 03:00:00+03
21203,Zeynep,Özkan,Patatesli Börek,207.74,6,1246.44,2025-06-07 03:00:00+03
21204,Elif,Yılmaz,Simit,322.65,2,645.3,2025-09-18 03:00:00+03
21205,Aslı,Şahin,Kazandibi,360.53,9,3244.77,2025-05-21 03:00:00+03
21206,Aslı,Aksoy,Çikolatalı Pasta,466.13,2,932.26,2025-04-14 03:00:00+03
21207,Onur,Çelik,Sütlaç,399.35,10,3993.5,2025-06-22 03:00:00+03
21208,Ahmet,Tekin,Yaş Pasta,276.53,4,1106.12,2025-02-02 03:00:00+03
21209,Onur,Aydın,Revani,122.43,6,734.58,2025-04-01 03:00:00+03
21210,Kemal,Şahin,Kuru Pasta,28.45,4,113.8,2025-09-06 03:00:00+03
21211,Mehmet,Taş,Açma,310.84,5,1554.2,2025-02-13 03:00:00+03
21212,Fatma,Güneş,Tereyağlı Kurabiye,481.45,6,2888.7,2025-02-26 03:00:00+03
21213,Rabia,Polat,Su Böreği,101.53,10,1015.3,2025-05-07 03:00:00+03
21214,Murat,Aydın,Şöbiyet,199.6,7,1397.2,2025-09-20 03:00:00+03
21215,Ali,Aydın,Köy Ekmeği,373.04,2,746.08,2025-08-29 03:00:00+03
21216,Rabia,Aksoy,Sarma,196.56,2,393.12,2025-04-03 03:00:00+03
21217,Serkan,Güneş,Açma,242.28,6,1453.68,2025-07-15 03:00:00+03
21218,Rabia,Tekin,Tam Buğday Ekmeği,450.4,6,2702.4,2025-02-28 03:00:00+03
21219,Serkan,Yıldız,Revani,45.48,4,181.92,2025-02-13 03:00:00+03
21220,Ahmet,Aydın,Çikolatalı Kurabiye,253.97,8,2031.76,2025-07-19 03:00:00+03
21221,Fatma,Demir,Poğaça,24.72,5,123.6,2025-04-08 03:00:00+03
21222,Fatma,Şahin,Yaş Pasta,232.61,5,1163.05,2025-04-22 03:00:00+03
21223,Ali,Yıldız,Poğaça,397.65,10,3976.5,2025-04-12 03:00:00+03
21224,Zeynep,Özkan,Çikolatalı Kurabiye,40.96,4,163.84,2025-09-28 03:00:00+03
21225,Cem,Şahin,Revani,130.34,1,130.34,2025-03-21 03:00:00+03
21226,Rabia,Arslan,Meyveli Pasta,234.16,5,1170.8,2025-09-16 03:00:00+03
21227,Hüseyin,Şahin,Baklava,453.92,1,453.92,2025-02-02 03:00:00+03
21228,Mehmet,Arslan,Şöbiyet,337.99,6,2027.94,2025-02-23 03:00:00+03
21229,Ali,Demir,Köy Ekmeği,22.56,7,157.92,2025-08-18 03:00:00+03
21230,Ayşe,Polat,Revani,61.53,1,61.53,2025-05-11 03:00:00+03
21231,Serkan,Aydın,Köy Ekmeği,484.02,8,3872.16,2025-04-19 03:00:00+03
21232,Kemal,Yıldız,Sütlaç,84.92,6,509.52,2025-09-11 03:00:00+03
21233,Onur,Yılmaz,Çikolatalı Pasta,318.06,5,1590.3,2025-01-02 03:00:00+03
21234,Serkan,Yılmaz,Sarma,135.69,4,542.76,2025-07-25 03:00:00+03
21235,Rabia,Öztürk,Kıymalı Börek,218.03,1,218.03,2025-02-28 03:00:00+03
21236,Hasan,Yılmaz,Kıymalı Börek,490.41,9,4413.69,2025-02-02 03:00:00+03
21237,Rabia,Tekin,Köy Ekmeği,169.05,3,507.15,2025-06-06 03:00:00+03
21238,Hasan,Yıldız,Ispanaklı Börek,444.61,5,2223.05,2025-07-31 03:00:00+03
21239,Serkan,Şahin,Sarma,243.85,9,2194.65,2025-04-28 03:00:00+03
21240,Yusuf,Koç,Peynirli Börek,481.09,7,3367.63,2025-02-11 03:00:00+03
21241,Fatma,Özkan,Tam Buğday Ekmeği,30.83,10,308.3,2025-06-15 03:00:00+03
21242,Ahmet,Tekin,Çavdar Ekmeği,47.41,10,474.1,2025-02-23 03:00:00+03
21243,Kemal,Özkan,Pastane Kurabiyesi,281.87,5,1409.35,2025-09-24 03:00:00+03
21244,Aslı,Öztürk,Çikolatalı Pasta,350.6,5,1753.0,2025-06-23 03:00:00+03
21245,Murat,Arslan,Köy Ekmeği,296.56,1,296.56,2025-02-02 03:00:00+03
21246,Ali,Aksoy,Tereyağlı Kurabiye,159.94,3,479.82,2025-01-14 03:00:00+03
21247,Zeynep,Özkan,Peynirli Börek,176.4,3,529.2,2025-05-24 03:00:00+03
21248,Elif,Özkan,Sütlaç,154.41,8,1235.28,2025-03-03 03:00:00+03
21249,Serkan,Arslan,Köy Ekmeği,423.4,4,1693.6,2025-01-19 03:00:00+03
21250,Yusuf,Polat,Tereyağlı Kurabiye,93.37,9,840.33,2025-04-28 03:00:00+03
21251,Hasan,Yılmaz,Pastane Kurabiyesi,459.12,10,4591.2,2025-05-13 03:00:00+03
21252,Hatice,Yıldız,Pastane Kurabiyesi,367.78,6,2206.68,2025-08-30 03:00:00+03
21253,Zeynep,Doğan,Poğaça,378.43,9,3405.87,2025-06-01 03:00:00+03
21254,Hüseyin,Çelik,Kuru Pasta,392.61,3,1177.83,2025-05-14 03:00:00+03
21255,Murat,Öztürk,Şöbiyet,97.81,2,195.62,2025-02-26 03:00:00+03
21256,Serkan,Güneş,Pastane Kurabiyesi,146.5,2,293.0,2025-04-13 03:00:00+03
21257,Elif,Yavuz,Karamelli Pasta,214.35,3,643.05,2025-08-22 03:00:00+03
21258,Serkan,Çelik,Revani,33.78,1,33.78,2025-02-12 03:00:00+03
21259,Ayşe,Öztürk,Kadayıf,454.88,5,2274.4,2025-06-04 03:00:00+03
21260,Ayşe,Koç,Su Böreği,278.34,9,2505.06,2025-07-22 03:00:00+03
21261,Ayşe,Kara,Kazandibi,66.41,1,66.41,2025-01-29 03:00:00+03
21262,Mehmet,Yılmaz,Şöbiyet,493.63,4,1974.52,2025-09-21 03:00:00+03
